"","Germplasm","Species","Dataset","Bloom_Days","TA","Fruit_Dim","Flesh_C","Spec_Flesh_Color_b","Spec_Flesh_Color_a","Bulked_Fruit_SSC","Pull_Force","Pit_Lh","Spec_Skin_Color_a","Skin_C_mahogany","Spec_Skin_Color_b","Spec_Skin_Color_L","Bulked_Fruit_Firmness","FreeStone","Perc_Cracking","Fruit_Wt","SSC","Perc_Pitting","Spec_Flesh_Color_L","Pit_Wt","Fruit_Wd2","Pit_Wd1","Harvest_Time","Stem_length","Foliar_PM","Bloom_Time","Fruit_L","Bulked_Fruit_Wt","Harvest_Days","Skin_C_blush","Firmness_1","pH","Fruit_Shape","Harvest_Date","Bloom_Date"
"411","FR2T057","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.52,-1.37,3.4,NA,NA,NA,620,11.59,NA,4.8,NA,NA,309.4,3,NA,8.24,19.48,NA,NA,0.6,23.12,10.72,1084.14,NA,3,178.25,18.12,NA,191,NA,321.9,NA,3.6,"7/10/2012","4/18/2012"
"412","FR2T058","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",96,0.66,-0.52,1,19.19,7.48,19.4,1032,11.36,34.51,NA,19.91,40.93,NA,4,0,7.8,19.4,4.17,33.12,0.58,24.03,10.17,1161.75,36.22,NA,191,21.26,7.35,194,4,284.9,4.11,NA,"7/14/2010","4/7/2010"
"413","FR2T058","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,0.74,-1.54,1,NA,NA,18.4,1127.8,11.42,NA,NA,NA,NA,263.9,4.4,NA,7.55,19.25,NA,NA,0.58,20.46,9.15,928.78,46.64,1,165.36,19.74,5.85,190,2.6,301.4,NA,3,"7/10/2011","4/20/2011"
"414","FR2T058","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.66,-1.87,1,NA,NA,NA,738.3,10.29,NA,NA,NA,NA,211.2,3,NA,6.68,20.32,NA,NA,0.46,22.6,9.88,1084.14,NA,3,178.25,16.28,NA,191,3.4,288.1,NA,3,"7/10/2012","4/18/2012"
"415","FR2T063","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.71,2.33,1,NA,NA,NA,634.3,11.63,NA,NA,NA,NA,274.7,3.8,NA,14.06,23.02,NA,NA,0.52,31.01,10.44,1084.14,NA,NA,192.19,28.21,NA,191,3.6,290.4,NA,5,"7/10/2012","4/20/2012"
"416","FR2T079","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,0.94,-0.09,3,9.04,23.09,23.3,939.2,11.52,16.15,6.4,1.14,26.96,NA,3.8,16,7.51,20.7,8,22.85,0.51,24.36,9.98,1161.75,39.11,NA,NA,22.94,6.64,194,NA,327.2,4.14,NA,"7/14/2010",NA
"417","FR2T079","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,NA,-0.03,2.8,NA,NA,NA,1035,10.58,NA,5.6,NA,NA,358.5,3,NA,8.2,19.55,25,NA,0.46,23.45,8.21,NA,38.19,3,165.36,24.05,7.63,NA,NA,328.7,NA,5,NA,"4/20/2011"
"418","FR2T079","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.91,0.24,3,NA,NA,NA,934.1,11.25,NA,4,NA,NA,370.2,3,NA,8.48,21.84,NA,NA,0.48,25.71,9.82,1101.94,NA,1,202.94,23.29,NA,192,NA,365.3,NA,2,"7/11/2012","4/21/2012"
"419","FR2T080","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,0.89,-0.04,5,0.58,7.2,26.5,724,11.7,8.94,7,-0.01,27.13,NA,3.6,20,8.39,25.4,8,17.61,0.61,25.14,10.67,1123.72,43.03,NA,NA,22.47,7.34,191,NA,274.3,4.12,NA,"7/11/2010",NA
"420","FR2T080","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,0.89,-0.8,2.4,NA,NA,19,935.1,11.89,NA,5.2,NA,NA,267,3.4,0,8.4,24.25,NA,NA,0.5,22.01,9,958.81,38.27,3,167.06,21.79,5.96,192,NA,284.1,NA,5,"7/12/2011","4/21/2011"
"421","FR2T080","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.76,0,4,NA,NA,NA,590.4,11.44,NA,6,NA,NA,244.7,4,NA,8.44,21.5,NA,NA,0.5,25.28,10.34,987.83,NA,1,202.94,22.53,NA,186,NA,233.7,NA,2,"7/5/2012","4/21/2012"
"422","FR30T099","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",105,NA,-2.02,2,NA,NA,NA,820.9,10.7,NA,4,NA,NA,364.4,3,0,4.85,16,NA,NA,0.4,19.65,8.71,NA,30.43,1,160.83,18.25,4.85,NA,NA,285,NA,5,NA,"4/16/2011"
"423","FR30T099","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,0.75,-0.14,4,NA,NA,NA,634.3,10.16,NA,5.8,NA,NA,257,4,NA,8.22,17.94,NA,NA,0.46,25.67,9.72,NA,NA,1,170.75,21.54,NA,NA,NA,261.7,NA,2,NA,"4/16/2012"
"424","FR30T100","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.41,0.42,3,NA,NA,NA,662.8,10.62,NA,3.6,NA,NA,190.9,5,NA,9.32,17.96,NA,NA,0.5,25.97,9.59,963.06,NA,1,172.72,23.89,NA,184,NA,188.7,NA,2,"7/3/2012","4/17/2012"
"425","FR30T101","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.81,1.23,3,NA,NA,NA,654.7,11.09,NA,6,NA,NA,339.4,4,NA,11.3,20.84,NA,NA,0.5,29.03,10.21,963.06,NA,1,172.72,24.86,NA,184,NA,257.2,NA,2.4,"7/3/2012","4/17/2012"
"426","FR30T102","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",105,NA,-3.22,1,NA,NA,NA,1069.7,9.89,NA,NA,NA,NA,420.7,3,NA,2.45,15.7,33.33,NA,0.3,16.44,8.02,785.39,42.19,0,160.83,15.56,2.83,180,2.7,369.2,NA,3.7,"6/30/2011","4/16/2011"
"427","FR30T102","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,0.61,0.3,3,NA,NA,NA,607.8,11.32,NA,5.4,NA,NA,213.3,4,NA,8.84,22.76,NA,NA,0.46,25.74,9.82,963.06,NA,0,170.75,23.51,NA,184,NA,250.4,NA,3.8,"7/3/2012","4/16/2012"
"428","FR30T103","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.8,0.99,3,NA,NA,NA,626.1,10.24,NA,6,NA,NA,261.3,4,NA,11.09,25.18,NA,NA,0.4,28.41,9.7,963.06,NA,2,172.72,24.3,NA,184,NA,251.4,NA,5,"7/3/2012","4/17/2012"
"429","FR30T105","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,0.94,-0.02,3,NA,NA,NA,650.6,9.19,NA,5.2,NA,NA,339.5,3,NA,7.8,23.6,NA,NA,0.36,25.27,9.61,963.06,NA,2,170.75,22.44,NA,184,NA,263.1,NA,5,"7/3/2012","4/16/2012"
"430","FR30T106","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",104,0.58,-2.24,2.4,NA,NA,NA,492.5,9.45,NA,4.2,NA,NA,320.1,4.6,NA,4.57,15.28,8.33,NA,0.22,19.24,7.53,NA,35.74,1,155.08,17.58,4.2,NA,NA,330.8,NA,5,NA,"4/15/2011"
"431","FR30T106","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,0.64,0.1,4,NA,NA,NA,568,10.49,NA,6,NA,NA,257.6,4,NA,8.13,19.26,NA,NA,0.32,25.81,9.27,NA,NA,0,170.75,22.51,NA,NA,NA,271.5,NA,2,NA,"4/16/2012"
"432","FR30T107","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,1.03,0.1,4,NA,NA,NA,609.8,9.95,NA,6,NA,NA,212.5,4,NA,8.74,20.5,NA,NA,0.34,25.77,8.76,963.06,NA,1,170.75,22.55,NA,184,NA,217,NA,2,"7/3/2012","4/16/2012"
"433","FR30T108","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",104,NA,-0.36,5,NA,NA,NA,483.3,9.87,NA,6,NA,NA,221.8,3,NA,7.42,19.1,100,NA,0.3,22.47,8.52,944.14,39.84,1,155.08,23.41,7.42,191,NA,229.45,NA,NA,"7/11/2011","4/15/2011"
"434","FR30T108","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,0.5,1.13,4,NA,NA,NA,725,11.25,NA,4.6,NA,NA,262.3,4,NA,10.75,17.98,NA,NA,0.42,27.87,9.94,1064.44,NA,1,170.75,25.46,NA,190,NA,247.1,NA,NA,"7/9/2012","4/16/2012"
"435","FR30T109","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",104,NA,-1.62,1,NA,NA,14.3,484.4,9.69,NA,NA,NA,NA,414.2,3,0,4.95,14.47,NA,NA,0.4,19.63,7.8,812.03,42.3,1,155.08,20.13,5.05,182,NA,294,NA,2,"7/2/2011","4/15/2011"
"436","FR30T109","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",105,0.58,0.15,3,NA,NA,NA,655.7,10.72,NA,4.8,NA,NA,363.6,4,NA,4.85,17.46,NA,NA,0.38,25.36,8.94,963.06,NA,0,165.67,23.15,NA,184,NA,277.5,NA,2,"7/3/2012","4/15/2012"
"437","FR31T007","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",107,NA,-1.19,1,NA,NA,15.2,784.2,10.42,NA,NA,NA,NA,371.6,3,0,10.5,15.83,NA,NA,0.5,20.62,8.55,1062.08,33.06,2,162.86,21.2,6.15,199,2,361.4,NA,3.5,"7/19/2011","4/18/2011"
"438","FR31T007","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.91,0.14,1,NA,NA,NA,539.4,10.99,NA,NA,NA,NA,311.8,4,NA,8.08,19.6,NA,NA,0.54,26.3,10.49,1139.06,NA,3,172.72,22.27,NA,194,3.4,311.3,NA,2,"7/13/2012","4/17/2012"
"439","FR31T008","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.61,1.26,2,NA,NA,NA,585.3,10.71,NA,3,NA,NA,226.7,4,NA,11.67,18.5,NA,NA,0.5,30.53,10.27,1064.44,NA,3,202.94,23.68,NA,190,NA,219.6,NA,5,"7/9/2012","4/21/2012"
"440","FR31T009","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.77,-0.36,2,NA,NA,NA,751.5,11.19,NA,4.6,NA,NA,231.5,3,NA,7.42,19.96,NA,NA,0.5,24.79,10.52,1064.44,NA,2,178.25,21.31,NA,190,NA,259.1,NA,2,"7/9/2012","4/18/2012"
"441","FR31T010","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,0.64,-0.05,3,NA,NA,20.8,1093.1,9.96,NA,4.5,NA,NA,308.9,3,100,10.3,16.7,NA,NA,0.35,26.86,9.34,875.58,35.44,2,163.61,20.87,10.3,186,NA,308.9,NA,3.5,"7/6/2011","4/19/2011"
"442","FR31T010","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,NA,0.23,4,NA,NA,NA,870.8,9.47,NA,4.7,NA,NA,212,5,NA,10.09,27.13,NA,NA,0.33,28.78,10.65,872.83,NA,2,170.75,20.45,NA,178,NA,296,NA,4.3,"6/27/2012","4/16/2012"
"443","FR31T011","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.71,1.55,3.2,NA,NA,NA,513.9,12.83,NA,4.8,NA,NA,222.1,4,NA,12.25,24.58,NA,NA,0.5,29.12,11.28,1064.44,NA,4,178.25,26.27,NA,190,NA,234.7,NA,3,"7/9/2012","4/18/2012"
"444","FR31T013","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,NA,-0.7,2,NA,NA,NA,603.7,10.67,NA,4,NA,NA,281,4,NA,6.53,17.96,NA,NA,0.52,24.11,10.1,1064.44,NA,4,192.19,20.33,NA,190,NA,315.1,NA,2,"7/9/2012","4/20/2012"
"445","FR31T014","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.82,0.01,5,NA,NA,NA,657.7,9.65,NA,7,NA,NA,161.2,4,NA,9.54,28.52,NA,NA,0.38,26.19,10.41,1064.44,NA,4,172.72,21.76,NA,190,NA,162.6,NA,2,"7/9/2012","4/17/2012"
"446","FR31T016","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",114,NA,-0.39,1,NA,NA,NA,738.3,11.43,NA,NA,NA,NA,285.1,4,NA,7.51,23.55,NA,NA,0.45,24.4,9.98,1139.06,NA,3,246.19,21.54,NA,194,4,285.1,NA,2,"7/13/2012","4/24/2012"
"447","FR33T001","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",105,0.74,-0.37,3,NA,NA,NA,781.1,10.67,NA,4.8,NA,NA,323.5,4,NA,7.36,19.58,NA,NA,0.4,24.19,9.32,862.47,NA,3,165.67,21.8,NA,177,NA,317.1,NA,3,"6/26/2012","4/15/2012"
"448","FR33T004","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",97,NA,-1.75,1,NA,NA,20.6,715.8,9.43,NA,NA,NA,NA,251.9,3,NA,5.25,25.7,NA,NA,0.37,22.56,8.76,857.72,34.69,1,136.58,16.88,5.93,185,2,279.3,NA,2,"7/5/2011","4/8/2011"
"449","FR33T004","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",105,0.66,-0.41,1,NA,NA,NA,754.6,9.82,NA,NA,NA,NA,399.6,5,NA,7.92,24.6,NA,NA,0.38,25.39,9.69,862.47,NA,3,165.67,20.56,NA,177,3,254.7,NA,3,"6/26/2012","4/15/2012"
"450","FR33T005","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",100,0.61,-0.32,1,NA,NA,21.8,616.9,10.43,NA,NA,NA,NA,269.7,4,0,8.5,15.85,NA,NA,0.35,25.4,8.49,785.39,33.87,1,146.86,20.95,9.1,180,1.5,231,NA,NA,"6/30/2011","4/11/2011"
"451","FR33T005","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",105,0.72,0.16,1,NA,NA,NA,850.4,10.21,NA,NA,NA,NA,266.7,4,NA,8.9,23.44,NA,NA,0.32,26.17,9.26,862.47,NA,3,165.67,22.46,NA,177,3.6,267.1,NA,NA,"6/26/2012","4/15/2012"
"452","FR33T006","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",97,NA,-2.56,1,NA,NA,18.8,659.8,10.46,NA,NA,NA,NA,268.7,3.5,0,5,24.3,100,NA,0.3,18.47,8.18,796.25,29.86,2,136.58,16.79,4.15,181,2.5,183.8,NA,3,"7/1/2011","4/8/2011"
"453","FR33T006","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",105,0.66,-1.51,1,NA,NA,NA,779.1,9.74,NA,NA,NA,NA,414.6,4,NA,5.06,19.72,NA,NA,0.36,22.34,9.31,862.47,NA,3,165.67,18.19,NA,177,3.4,242.4,NA,2,"6/26/2012","4/15/2012"
"454","FR33T007","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",105,0.64,-0.94,1,NA,NA,NA,586.3,9.5,NA,NA,NA,NA,174.7,5,NA,7.25,26.88,NA,NA,0.38,23.81,10.12,862.47,NA,3,165.67,19.49,NA,177,3.4,177.3,NA,3,"6/26/2012","4/15/2012"
"455","FR33T008","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",107,NA,-2.03,3,NA,NA,NA,561.9,9.67,NA,4.8,NA,NA,197.8,3,0,4.32,20.35,NA,NA,0.32,19.33,8.7,760.03,44.68,2,162.86,18.46,4.85,178,NA,138.4,NA,3.4,"6/28/2011","4/18/2011"
"456","FR33T008","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,0.87,-1.09,5,NA,NA,NA,602.7,10.6,NA,7,NA,NA,158.2,5,NA,5.5,29.8,NA,NA,0.4,22.2,9.19,862.47,NA,2,170.75,20.25,NA,177,NA,158.2,NA,3,"6/26/2012","4/16/2012"
"457","FR33T011","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",105,0.71,-0.83,4,NA,NA,NA,563.9,10.04,NA,6.4,NA,NA,318.6,5,NA,6.58,26.32,NA,NA,0.44,24.49,10.14,862.47,NA,NA,165.67,19.4,NA,177,NA,233.5,NA,3,"6/26/2012","4/15/2012"
"458","FR35T101","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",106,NA,-1.05,4,NA,NA,17.3,716.9,9.64,NA,6,NA,NA,157,3,0,8.2,24.4,NA,NA,0.35,23.21,8.47,857.72,25.58,2,161.72,19.55,8.2,185,NA,157,NA,2,"7/5/2011","4/17/2011"
"459","FR35T101","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.76,0.32,4,NA,NA,NA,752.6,9.77,NA,5.6,NA,NA,246.1,5,NA,9.17,25.56,NA,NA,0.42,27.71,10.59,872.83,NA,3,178.25,21.83,NA,178,NA,236.2,NA,4,"6/27/2012","4/18/2012"
"460","FR35T102","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",104,0.8,-0.16,3.6,NA,NA,20.8,429.3,8.81,NA,6,NA,NA,254.1,3,0,9.4,25.35,NA,NA,0.37,26.5,8.51,857.72,34.19,2,155.08,20.68,9.33,185,NA,261.1,NA,3.4,"7/5/2011","4/15/2011"
"461","FR35T102","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.76,0.21,5,NA,NA,NA,549.6,10.61,NA,6,NA,NA,241.5,5,NA,10.05,30.68,NA,NA,0.4,28.21,10.91,872.83,NA,3,178.25,20.87,NA,178,NA,231.2,NA,1.8,"6/27/2012","4/18/2012"
"462","FR35T103","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",97,0.73,0.43,3,NA,NA,18.3,1121.7,11.99,NA,5,NA,NA,196.7,3,0,9.9,15.95,NA,NA,0.4,25.3,9.12,857.72,21.43,2,136.58,24.52,9.87,185,NA,216.2,NA,5,"7/5/2011","4/8/2011"
"463","FR35T103","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,0.56,0.99,4,NA,NA,NA,753.6,10.9,NA,5,NA,NA,261,3,NA,9.8,20.74,NA,NA,0.42,28.22,9.84,872.83,NA,3,170.75,24.47,NA,178,NA,229.5,NA,5,"6/27/2012","4/16/2012"
"464","FR35T104","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",104,NA,1.13,1,NA,NA,22.8,889.2,10.45,NA,NA,NA,NA,195.7,2.4,60,13.8,25.8,NA,NA,0.42,28.07,9.53,796.25,38.48,2,155.08,25.27,10.9,181,1.6,203.2,NA,3,"7/1/2011","4/15/2011"
"465","FR35T104","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,NA,0.65,1,NA,NA,NA,1021.8,9.34,NA,NA,NA,NA,177,4.6,NA,11.7,26.22,NA,NA,0.32,28.81,8.91,872.83,NA,3,178.25,22.36,NA,178,1.6,209.5,NA,2,"6/27/2012","4/18/2012"
"466","FR35T105","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",97,NA,-1.12,2.5,NA,NA,NA,550.6,9.86,NA,5,NA,NA,162.3,4.5,0,6.38,20.2,NA,NA,0.5,24.51,9.03,760.03,31.01,2,136.58,18.05,6.38,178,NA,142.9,NA,4,"6/28/2011","4/8/2011"
"467","FR35T105","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,NA,-0.41,5,NA,NA,NA,604.7,9.94,NA,6,NA,NA,205.1,5,NA,8.23,26.48,NA,NA,0.38,25.85,10.39,872.83,NA,3,170.75,20.1,NA,178,NA,184.6,NA,4.6,"6/27/2012","4/16/2012"
"468","FR35T108","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",NA,NA,-2.42,1,NA,NA,NA,588.4,9.18,NA,NA,NA,NA,170.5,2,0,4.62,19.7,40,NA,0.3,20.58,8.5,NA,34.92,2,NA,15.54,4.95,NA,2.4,174.6,NA,3.4,NA,NA
"469","FR35T108","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,NA,0.71,1,NA,NA,NA,656.7,11.06,NA,NA,NA,NA,181.3,4,NA,NA,25.3,NA,NA,0.4,28.16,10.67,NA,NA,3,202.94,23.26,NA,NA,3,181.3,NA,2,NA,"4/21/2012"
"470","FR35T110","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",97,NA,-0.68,2,NA,NA,NA,793.3,10.51,NA,3,NA,NA,189.7,4,0,8.4,15.7,NA,NA,0.39,23.73,8.99,875.58,19.34,2,136.58,20.79,8,186,NA,173.2,NA,2,"7/6/2011","4/8/2011"
"471","FR35T110","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.64,0.32,5,NA,NA,NA,729.1,10.13,NA,6,NA,NA,248.3,5,NA,9.87,25.48,NA,NA,0.56,27.43,10.96,872.83,NA,3,172.72,22.11,NA,178,NA,228.6,NA,4.4,"6/27/2012","4/17/2012"
"472","FR38T001","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",113,0.92,-0.22,3,NA,NA,NA,690.3,9.84,NA,3.8,NA,NA,185.6,4,NA,7.75,20.84,NA,NA,0.36,25.12,9.35,937.25,NA,2,233.25,21.66,NA,182,NA,193.7,NA,2,"7/1/2012","4/23/2012"
"473","FR38T002","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",112,0.62,1.17,4,NA,NA,NA,818.8,10.92,NA,5,NA,NA,202,4,NA,11.7,21.48,NA,NA,0.42,28.36,9.76,937.25,NA,4,217,25.19,NA,182,NA,215.6,NA,3,"7/1/2012","4/22/2012"
"474","FR38T003","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",112,0.89,1.93,3,NA,NA,NA,651.6,11.66,NA,5,NA,NA,185.6,5,NA,12.39,19.77,NA,NA,0.5,30.54,10.1,937.25,NA,4,217,26.74,NA,182,NA,185.6,NA,5,"7/1/2012","4/22/2012"
"475","FR38T005","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",112,0.83,1.02,3.6,NA,NA,NA,648.5,10.87,NA,5,NA,NA,161.8,4,NA,11.66,26.62,NA,NA,0.38,27.9,10.3,937.25,NA,4,217,24.94,NA,182,NA,179.8,NA,5,"7/1/2012","4/22/2012"
"476","FR3T002","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",96,0.89,0.56,4,4.53,12.18,27.7,749.5,11.4,18.18,5.2,2.15,27.24,NA,4,0,10.16,18.75,0,19.93,0.62,27.69,11.42,1137.31,46.85,NA,191,22.95,8.64,192,NA,361.8,3.99,NA,"7/12/2010","4/7/2010"
"477","FR3T002","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,0.75,-0.85,1.4,NA,NA,20.1,702.6,11.29,NA,3.8,NA,NA,366.4,3.6,15.38,9.52,19.45,NA,NA,0.54,22.41,9.3,984.97,47.02,3,165.36,21.18,7.02,194,NA,365.2,NA,2,"7/14/2011","4/20/2011"
"478","FR3T002","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.84,0.52,3,NA,NA,NA,586.3,NA,NA,4.4,NA,NA,NA,4,NA,9.26,22.64,NA,NA,NA,26.44,NA,1101.94,NA,3,178.25,23.89,NA,192,NA,305.6,NA,5,"7/11/2012","4/18/2012"
"479","FR3T003","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",113,NA,-1.5,1.3,NA,NA,19.4,690.3,10.6,NA,2.7,NA,NA,614.1,3.7,NA,7.45,18.6,NA,NA,0.43,20,7.95,1049.19,43.57,2,176.64,20.32,5.9,198,NA,285,NA,3,"7/18/2011","4/24/2011"
"480","FR3T003","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.8,-0.31,2,NA,NA,NA,542.5,10.87,NA,5,NA,NA,440.5,3,NA,7.05,25.32,NA,NA,0.42,24.39,9.82,1190.28,NA,2,192.19,21.91,NA,197,NA,330.2,NA,4.4,"7/16/2012","4/20/2012"
"481","FR3T004","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",96,0.53,-1.53,3.8,5.88,13.04,18.3,723,10.61,14.76,6.2,1.12,27.03,NA,3.4,20,5.71,21.9,0,21.16,0.47,21.96,9.55,1161.75,32.55,NA,191,18.42,5.3,194,NA,315.1,5.9,NA,"7/14/2010","4/7/2010"
"482","FR3T004","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,NA,-2.48,3,NA,NA,18.7,620,10.05,NA,3.5,NA,NA,355.7,3.5,NA,5.23,22.46,NA,NA,0.4,19.11,8.21,944.14,33.13,2,165.36,16.57,4.68,191,NA,314,NA,2,"7/11/2011","4/20/2011"
"483","FR3T004","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.72,-0.73,4,NA,NA,NA,577.2,10.84,NA,4.4,NA,NA,366.7,4,NA,6.72,18.98,NA,NA,0.48,23.32,9.68,1101.94,NA,2,172.72,20.93,NA,192,NA,346.4,NA,2,"7/11/2012","4/17/2012"
"484","FR3T005","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,NA,-1.26,1,NA,NA,12.3,1092.1,9.1,NA,2,NA,NA,383.6,3,NA,5.1,NA,NA,NA,0.4,22.94,9.22,1049.19,33.47,2,165.36,18.8,5.1,198,NA,320,NA,3,"7/18/2011","4/20/2011"
"485","FR3T005","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.83,-0.74,3,NA,NA,NA,660.8,9.8,NA,4.4,NA,NA,297.5,4,NA,5.87,17.1,NA,NA,0.26,23.65,9.35,1227.33,NA,2,202.94,20.59,NA,199,NA,311.8,NA,5,"7/18/2012","4/21/2012"
"486","FR3T007","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,NA,-2.75,1,NA,NA,14.3,842.3,10.28,NA,2.6,NA,NA,378.3,3.6,0,5.55,16.8,NA,NA,0.42,17.31,7.71,NA,44.43,3,165.36,16.97,5,NA,NA,310,NA,3,NA,"4/20/2011"
"487","FR3T007","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,0.74,-0.84,3,NA,NA,NA,518,10.37,NA,3.8,NA,NA,337.9,4,NA,6.12,20.04,NA,NA,0.4,23.06,9.72,NA,NA,4,181.58,20.65,NA,NA,NA,338.3,NA,3.8,NA,"4/19/2012"
"488","FR3T008","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",NA,NA,-0.85,1,NA,NA,17.3,875.9,11.68,NA,NA,NA,NA,254.4,3.5,NA,6,17.7,NA,NA,0.5,21.62,8.71,NA,37.36,2,NA,21.88,NA,NA,2,308.2,NA,3.5,NA,NA
"489","FR3T008","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.52,0.55,1,NA,NA,NA,575.1,11.19,NA,NA,NA,NA,208.5,4,NA,10.14,19.58,NA,NA,0.5,26.3,10.26,NA,NA,3,172.72,24.18,NA,NA,2.6,297.3,NA,3,NA,"4/17/2012"
"490","FR3T009","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,0.9,0.07,2.8,NA,NA,18.8,662.8,11.69,NA,5,NA,NA,268.4,3.8,0,10.46,20.55,NA,NA,0.46,24.69,8.59,NA,30.23,3,165.36,23.39,9.47,NA,NA,256,NA,2.8,NA,"4/20/2011"
"491","FR3T009","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.77,-0.05,3.4,NA,NA,NA,654.7,11.27,NA,5.4,NA,NA,303,4,NA,8.41,22.7,NA,NA,0.38,24.55,9.33,NA,NA,3,192.19,22.97,NA,NA,NA,271.2,NA,3.8,NA,"4/20/2012"
"492","FR3T011","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",113,NA,0.88,3,NA,NA,NA,1248.1,12.95,NA,4.2,NA,NA,308.8,4,NA,9.46,19.46,NA,NA,0.5,27.06,9.97,1004.44,NA,3,233.25,25.04,NA,187,NA,260.5,NA,5,"7/6/2012","4/23/2012"
